feature1,feature2,target_value
0.4967141530112327,0.22184517941973217,5.64816793878959
-0.13826430117118466,-2.3019871548446056,4.229835439167367
0.6476885381006925,0.7513960366913439,3.6461559993880828
1.5230298564080254,-1.20127737983761,6.2233525776817356
-0.23415337472333597,-0.5833874995865536,7.061999044991902
-0.23413695694918055,-1.2034132244587938,6.862560238232398
1.5792128155073915,3.7045563690178756,3.3215649535547227
0.7674347291529088,-0.026994449475867842,4.381575248297571
-0.4694743859349521,-2.1154218579118007,5.662526862807128
0.5425600435859647,1.645089824206378,6.951090254244718
-0.46341769281246226,-2.4416872999420445,4.04165152430942
-0.46572975357025687,0.4177271900095108,4.628682046672366
0.24196227156603412,-3.919340247759551,2.7873300519879436
-1.913280244657798,-2.656372097796861,2.6075867518386584
-1.7249178325130328,0.39372247173824704,6.625051644788396
-0.5622875292409727,1.4769331599908209,7.712480057141645
-1.0128311203344238,0.342736562379941,4.855979756839332
0.3142473325952739,-0.23129656477648106,7.007065795784048
-0.9080240755212109,-0.6022073911785776,5.723272050095268
-1.4123037013352915,-2.9570439807348547,3.7097604907897512
1.465648768921554,-1.4396884167894173,5.722791211016828
-0.22577630048653566,-0.921277541919575,8.076073132931938
0.06752820468792384,2.1142444524378314,4.928347921780097
-1.4247481862134568,0.6872365791369228,8.129287311628012
-0.5443827245251827,-3.526080310725468,-0.23949020817948874
