Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Target
-1.00252936463781,-0.159938529963427,0.857659623202019,-0.0185131359923899,-0.827230943552323,-0.288658638920138,0.32271856033809,-0.0190162079026888,-68.1110547129524
-0.714351418026368,0.232253697161004,-0.680024721578491,1.86577451114476,0.65655360863383,0.473832920911788,-1.19130349720265,0.293072473298681,66.9999276389228
0.629628841923612,0.307299520876609,0.899599875433251,-0.828995010922072,0.610370265433465,-0.56018104019697,0.747293605123262,0.81286211883896,20.7108888282151
0.865755194170122,-0.114736441466899,-0.792520738432701,-1.20029640705578,-0.653329232573712,-0.334501235840948,-0.474945311160956,0.504987278980457,-60.7409625556401
0.401711722098941,1.53273891300258,0.519346514241172,0.690143991711113,0.0125924007817949,-0.401220471885836,0.224092481810417,-0.108760148456858,158.552050313379
2.72016916658962,1.45353407715732,0.013001891877907,0.625667347765006,0.482472415243185,-0.857157556416283,-1.07089249806111,-0.264656833237956,320.53115051393
0.917861947054776,0.404981710960956,1.7654542402811,2.12215619701263,-0.484234072866251,1.03246526055115,-1.51936996595401,-1.26088395433505,342.422999608875
-0.59157138883583,0.117327383308782,-1.01283112033442,0.547097381170038,1.09877685198719,-0.202192652433894,-0.21768120322722,1.27766489578843,2.80078227745397
-0.465729753570257,0.542560043585965,-0.469474385934952,0.241962271566034,-0.562287529240973,-1.9132802446578,-1.72491783251303,-0.463417692812462,-24.7322497222235
0.462103474263271,0.010233061019587,1.16316375215496,0.19905969557347,-0.38531359686176,-0.600216877158795,0.0698020849900189,-0.981508651047951,98.9902978272333
-0.385082280416317,-1.76304015536273,0.343618289568461,-0.676922000305959,0.931280119116199,0.611676288840868,1.03099952249595,0.324083969394795,-109.843284428517
0.821902504375224,1.56464365581401,-0.0358260391099515,0.0870470682381712,-1.98756891460089,-0.299007350465867,0.0917607765355023,-2.61974510408974,101.63255621977
2.09238727568546,0.595157025436914,0.0969959649927182,-1.0060173814997,0.791662693962936,-1.21418861278773,1.15811087350007,-0.818220683233473,126.063768113625
1.87617083921589,0.150393786476208,-0.759132661553698,0.95042383818605,0.491919171506506,-0.576903655662403,-0.898414671348358,0.341755975777159,234.595901916299
-1.40746377437656,0.232049937357636,-0.471038305618323,-0.718444221252436,1.47535621694955,-0.213447151711847,0.310907565598005,-1.44808434149732,-202.220807295535
-0.234587133375147,0.261055272179889,0.296120277064576,-1.41537074205041,-0.802277269221619,-0.420645322765359,-0.34271451652677,0.0051134566424608,-114.742380389498
-1.41230370133529,0.314247332595274,-1.01283112033442,1.46564876892155,-1.42474818621346,-0.225776300486536,0.0675282046879238,-0.908024075521211,-44.6540586598341
0.774634053429337,-0.707669465618781,1.26691114918662,-0.926930471578083,-1.02438764133429,-0.0595253560618001,-3.24126734006907,0.443819428146228,37.1573577950376
0.975545127122359,-0.309212375851215,-0.839217523222639,-0.47917423784529,-1.19620662408067,-0.185658976663817,-1.10633497400603,0.331263431403564,19.4202073512716
0.0210038416327591,0.813509636000639,0.82541634898803,0.681952971294964,-0.130143054367685,-0.310266756593456,0.324166352488442,1.30547880715433,125.124978589617
0.375698018345672,0.110922589709866,-0.544382724525183,-0.600638689918805,1.85227818450894,-0.291693749793277,-0.601706612229397,-1.1509935774223,-58.3679046207551
0.0685629748060273,-0.503475654116199,0.0996513650876412,-1.0623037137261,1.54993440501754,0.473592430635182,-0.919424234233803,-1.55066343106613,-88.5337733510155
-1.40185106279228,-0.909387454794739,0.791031947043047,0.58685709380027,-0.566297729602772,2.19045562580998,-0.990536325130688,1.4027943109361,-46.1244996447421
-0.518270218273647,0.357112571511746,-0.219671887837512,-0.808493602893188,0.328751109659684,-0.501757043584537,0.915402117702074,1.47789404474152,-99.1321821640497
-0.0728289126568728,0.714000494092092,-0.223462785325851,-0.846793718068405,0.856398794323472,-1.51484722468586,-0.446514952067021,0.473237624573545,-65.6372053051803
-1.07774477792931,1.08895059696737,-0.471931865789433,-0.715303709259968,0.216458589581975,0.679597748934676,-0.730366631717137,0.0642800190954628,-138.782362005086
-0.563724552803975,-0.321385841652993,-0.825497196792512,-0.822220395566432,-0.50694317537113,0.243687211491912,0.244966571108723,0.412931454275624,-157.516243725576
0.633919022318011,-0.651600347605817,0.0455718399038138,-2.02514258665761,0.852433334796224,0.186454314769428,-0.661786464768388,2.14394408932533,-135.354521413809
0.301547342333612,2.46324211248529,0.0602302099410264,-0.0347117697052433,0.751933032686774,-1.16867803761953,1.14282281451502,-0.192360964781123,93.7142826303417
-1.07774477792931,-1.24573877871199,0.214093744130204,-0.883857436201133,-1.14297029783062,0.153725105945528,0.0582087184459999,0.173180925851182,-80.0403722759243
-1.23781549882685,0.662130674521047,-0.825497196792512,2.13303337465627,0.588317206484577,-1.9520877995225,-0.151785095035583,1.58601681614535,106.075166955199
1.00353289789202,1.35624002857082,0.812525822394198,0.361636025047634,1.53803656646597,-0.645119754605124,0.361395605508414,-0.0720101215803339,178.27598998836
1.1355656401806,3.85273149065472,0.515047686306048,0.954001763493202,0.758969220493267,0.651391251305798,-0.315269244640346,0.570890510693167,314.526446783307
-0.493000934658833,-0.622699519820594,0.280991867735033,-0.589364756944212,-0.692909595260654,0.849602097021025,0.357015485965047,-0.208122250357275,-99.8965196934937
0.174577812831839,0.404050856814538,-0.529760203767039,0.257550390722764,-0.0265138754492169,-0.0744459157661672,-1.91877121529904,1.88618590121053,66.5351169129042
-1.43014137796063,-1.24778318196485,-0.25256815139316,-0.440044486696984,-1.43586215117944,0.130740577286091,1.44127328906612,1.63241130393164,-191.521274537742
1.0538020520349,0.560784526368234,0.357787360348283,-1.37766936795709,0.513785950912209,-0.937825039915123,0.51503526720866,1.08305124317528,29.8568456109517
0.968644990532889,0.513267433113356,-0.529760203767039,-0.702053093877352,-1.46351494813212,-0.327662146597768,-0.392108153132158,0.0970775493480404,39.7698098576504
0.49799829124545,-0.773009783855467,0.0976760985488317,1.45114360779504,-0.76734756288805,0.959270826085207,2.15318245751156,0.0245101742589427,151.55565543666
1.52302985640803,-1.24778318196485,0.496714153011233,-0.234153374723336,0.767434729152909,-0.234136956949181,1.57921281550739,0.647688538100693,148.303585726109
-0.301103695589289,-0.75373616435749,0.73846657999541,-1.47852199036743,1.05712222621892,-0.719844208394709,-0.460638770959788,-0.115648282388241,-106.205003031014
-0.808298285355152,0.183342005738352,0.872320636720678,-0.839721842180776,-0.525755021680761,-0.599392645444022,-2.12389572430981,2.18980293321767,-87.5199736453641
-0.815810284965438,-0.75373616435749,-0.245388116002871,-0.0771017094141042,0.827183249036024,0.341151974816644,0.276690799330019,-0.889514429625523,-103.835834034245
-0.897254371485832,0.62834550926428,0.624119817052155,0.0758045581937263,-0.147057381502139,-0.677161711512112,0.975119733417751,-0.0122467728469146,-42.8373146557934
0.0818741393863226,-0.236818606740009,-0.772825214537572,2.31465856667351,-1.61271587118965,-1.86726519259175,0.686260190374514,-0.485363547829103,152.598543909918
-1.23086431643396,-0.322061516205676,-0.783253292336237,0.227459934604129,0.184633858532304,1.30714275428243,-1.60748323456123,0.81351721736967,-122.994489282247
-1.22084364997102,-1.0577109289559,-0.0134972247379339,0.208863595004755,0.196861235869124,-1.95967012387978,-1.32818604889843,0.822544912103189,-127.117758858928
-0.820682318351711,0.787084603742452,-0.974681670227321,0.963376129244322,1.89679298265395,0.412780926936498,0.82206015999449,1.1585955790074,9.85655132211211
-1.32045661308428,0.78182287177731,0.259882794248424,0.521941565616898,0.346448209496976,0.296984673233186,0.250492850345877,-1.23695071087808,-56.7753236678367
-0.469175652104705,1.83145876585435,-1.32023320702064,-1.71313452909088,1.23781631197346,1.35387237416541,-0.114539845252618,1.17944012072129,-181.068465379212
