Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Target,Sample_ID,Category
24.571846983497196,33.51655058903365,37.67045144651932,35.703281214737316,29.394165983558956,26.25586267215274,35.55850872551903,34.937142248787865,71.77372485843249,C001,X
34.98672723291793,27.009473343295873,27.350429506831617,26.0591722055617,19.95707265814687,32.837973630138826,30.904785728709435,31.387244009410715,95.98074419654742,C002,X
31.41489249025996,41.00351049608564,27.545138587170765,31.326169791991493,25.39676728693317,33.59075271275922,36.66400471211467,33.80544571269191,72.14116387817421,C003,Z
22.46852643040954,33.44148465111044,23.454173428487092,28.13864134320857,30.84117171211716,25.003096253632407,34.94462658174852,32.21665206492416,88.1898197774975,C004,Z
27.10699874015732,29.96846374543064,29.956697666292072,35.873001189786706,23.400542203200448,32.37449161468492,26.915147399861926,33.22651882411821,71.5117982115924,C005,X
38.25718268548576,28.966688484012167,,31.504232011032904,36.33214649332923,20.65750093374725,24.065566500498228,29.78673515076911,85.14746235535166,C006,Z
17.866603783034627,29.567388568089324,21.244648254038154,39.795476762535706,32.475904443929934,28.986705464172232,32.063347914684584,31.11263888634552,87.9221296002947,C007,Y
27.855436855719113,,26.67071516490306,24.58161160320209,27.428798046444648,24.328759868608294,26.837465578293916,28.64482253399705,94.78749868376819,C008,Y
36.32968129352767,29.52398730370995,30.179702512519594,32.069315407678786,28.898537673499682,25.961503299014243,31.88344570500361,33.020847536931704,101.49860195869624,C009,X
25.666297988674494,31.393417583635273,34.250514417622185,30.236709404535667,39.30782061915909,23.61961323927825,26.34424031169296,23.26980657717327,99.65343402211903,C010,Z
,32.89770807786615,31.914351195134326,31.399717856284614,34.67994225438159,32.768131976694924,25.69387373401363,33.63068144944028,72.04742736240844,C011,Y
29.526455155315546,32.89844889572167,31.627318140910653,37.979605858052246,31.901095724330858,32.76937235215934,29.29504595229643,34.99012675111104,77.79471895783936,C012,Z
37.45694813062144,28.625612267170325,28.878436070145497,32.92659015046143,22.922406147828617,26.543997773336113,34.670503102039916,33.7088088895736,62.397123571874786,C013,Y
26.805490016576744,22.91958873739035,32.40937128509358,24.262372956613966,38.148056593229796,31.877911532217993,31.532699476567885,29.479511402416925,76.464720686983,C014,Z
27.780090201769674,26.654486868832773,35.071519417667304,32.667554091699145,35.26200534436989,31.306362765676877,35.89187574335891,32.52614605553482,80.36475717296888,C015,X
27.82824362190741,38.06096521406194,21.455041117253984,27.92190311922125,29.257973062200644,29.357741228332788,23.832191484723865,26.11710666028121,73.94060097605853,C016,Z
41.02965041362728,34.48029156704974,33.64267700417567,27.633225149646048,27.251509653956077,40.790850997917886,24.71461429233851,34.18551106950521,72.44623147325741,C017,Z
40.933930444868935,31.84809793152087,29.506200970666434,35.22928664016685,29.060480306116137,25.7956069143007,29.554181504198425,24.503923547041488,95.4812026662869,C018,X
35.02026948939439,26.19352877619938,27.35005567892743,26.988300084868857,23.99031659566513,30.071525453565684,40.828506916465344,32.96865560624765,93.61224417636124,C019,X
31.93093199587428,30.01822577486889,,28.101348362099323,27.6460722114633,28.088064853522205,33.37143056781186,32.663286973066946,85.98683071778068,C020,Y
33.68684287948121,23.72165657168759,,30.162036272019353,33.815802570772576,28.141099926847893,24.666936289776356,32.03363918131848,60.83734094655571,C021,X
37.453660140753996,27.24031562151963,38.49029496123625,34.73092948372694,20.96189361378714,30.797060020457398,29.61929773521146,27.7645817787637,83.0139634925035,C022,Y
25.320830657988044,28.773983291574027,26.557257337682227,32.90794901430595,28.429628128788625,28.52802149905178,31.10357395400629,33.80083116483772,74.23652643589995,C023,Y
35.87914522391052,28.191800340673936,24.57615614373459,28.82792544041064,30.568779864399186,25.697866199538808,27.15657127219496,20.813675687181792,99.73591191195636,C024,Y
23.73059666125494,34.78300965528006,27.717870219282037,28.639117671563035,30.51784018661664,30.621137489798656,33.06637495528253,33.8861090618398,52.965638799899594,C025,X
26.811242487732947,22.906370429822736,26.274263890707033,24.199351692332357,24.105315229832872,35.91165823376993,29.21776930917597,30.957189547664573,71.6176446305053,C026,Y
34.535525979001505,25.67283864242423,30.621793163094576,26.200824557036682,24.089235543364698,34.7138318998925,28.503346408951646,35.25479336270927,71.2002453761965,C027,Y
22.856596498870154,23.126560144888906,37.58486839123306,26.728094570897532,35.44582691229192,31.01522244204355,36.301283935962395,31.000244924582734,73.00138952060146,C028,X
29.29965639905667,23.81323393656073,27.06692024573893,29.25354529126277,23.877354535918546,26.323015931005354,21.451695489198574,39.19095073379856,94.36368122745708,C029,X
25.691225520701572,30.620279482233244,30.771450252759355,39.93381518584581,35.04325478154218,30.932148001997348,25.19097329107653,25.29090333275927,44.71462383234723,C030,Y
28.721903147347014,21.99779733471864,24.263814293798823,26.622652831067843,27.588173424457544,35.42321511672969,25.9134550927961,33.047036592507844,76.87921735655179,C031,X
