Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Activity
-1.1405260113164644,1.3597056610640414,0.861991467010861,0.846092075879014,0.6060099513456396,-1.5566291735239037,1.7547941819843647,1.6964563682900382,-1.280429352496283,-2.081929407883722,1
-0.07873420778950009,-1.3293323293433748,0.6273745047261476,-1.1930055859234185,-0.7730097838554665,0.09767609854883172,0.49799829124544975,0.9592708260852069,0.024510174258942714,1.4511436077950417,1
0.8074272598684367,0.7301984780457678,-1.2856800498792558,0.8894836453612257,-1.804882100664519,-0.7632591565425169,0.048084946661381994,-0.9043166251044086,-1.6275424378831627,0.25972250172148187,0
0.5884652514154919,-0.37512069857854646,-0.5750021456712677,-0.1495180141637087,-0.5637245528039747,0.41293145427562433,0.2436872114919123,-0.5069431753711298,-0.8222203955664315,0.24496657110872277,0
1.6363117662446873,-1.64060704027558,-1.36045573115083,-0.9411632487942617,-1.4301413779606327,1.6324113039316352,0.13074057728609134,-1.4358621511794394,-0.44004448669698376,1.4412732890661155,0
-0.4793699516602342,-1.0832472667681619,1.0225561868138953,-1.099391284144008,-2.301921164735585,-0.275051697151644,1.3668742674445247,-0.24903603955637832,-1.5151910621985523,1.6449677135012837,1
2.4890478496307904,-2.5234340710091248,-2.058320715138949,-1.4561251630407595,-0.05952535606180008,-0.926930471578083,-1.0243876413342898,-1.2477831819648495,-3.2412673400690726,-0.2525681513931603,0
-0.23938467629416155,1.569317394328059,-0.33137609720725414,1.3065420047507852,-0.42688106994742003,-0.15800789857898942,-1.6548566718657693,0.07331796718840389,-1.0121043752601675,0.8231705839619146,0
0.6728730850020893,-0.7242798272119451,-0.5396304356808779,-0.43066755222065406,-0.20219265243389406,0.5470973811700379,1.09877685198719,0.8135096360006385,-0.2176812032272203,0.8254163489880298,0
-1.2282343087110918,2.3886935264317213,0.5594264309011303,1.7240021010510365,-0.38455554422982535,-0.8604133652839524,-0.5768918695231487,-1.129706854657618,1.0062928092144405,0.8356921120651418,0
-0.8274159585641723,0.8862935614189356,0.6653007744902968,0.5257689308069179,-1.1290517712172292,0.7216720640432351,0.48937456122791806,0.7129984301723881,-0.5245202662797737,-1.2221278088919454,1
1.625374902530631,0.06194497800902021,-2.0263207931909517,0.5525354448307889,-0.024125087110003277,0.013929291912946203,-0.14436041192394247,-0.5468589412403921,0.19808476076785494,-0.5736620068802363,0
0.4023835342389283,1.0617372718932707,-0.9191668645752945,1.056886469933688,1.355637858804951,0.8696059201056602,1.876795812558066,-1.244654703311417,0.41343490322370086,-0.773789199103573,0
0.3075935325785727,0.017229786311655726,-0.3856677583672411,0.10940670491588916,-0.3853135968617602,0.06980208499001891,0.6621306745210467,-1.237815498826849,0.11351734525124804,1.586016816145352,0
1.4490159437511354,0.23085877402417831,-1.876537735912994,0.6470188788738064,0.1292211819752275,2.4457519796168263,0.725766623898692,0.22388402427913137,0.10939479460489289,0.4810092317367132,0
